"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"1500","55375","35010023","01- Annual","2013-01-01T00:00:00","185500","673600","859100","36512100","45408700","81920800"
"1501","55375","35010023","","2010-01-01T00:00:00","148400","624800","773200","29209700","34315700","63525400"
"1502","55375","35010023","","2011-01-01T00:00:00","170000","627100","797100","31296100","34315700","65611800"
"1503","55375","35010023","","2012-01-01T00:00:00","185500","660000","845500","36512100","45636200","82148300"
"1504","55375","35010023","01- Annual","2018-01-01T00:00:00","185500","0","185500","44857700","0","44857700"
"1505","55375","35010023","01- Annual","2017-01-01T00:00:00","185500","2136300","2321800","44857700","69088800","113946500"
"1506","55375","35010023","01- Annual","2014-01-01T00:00:00","185500","764200","949700","36512100","45810000","82322100"
"1507","55375","35010023","01- Annual","2015-01-01T00:00:00","185500","961800","1147300","40163300","67719200","107882500"
"1508","55375","35010023","01- Annual","2016-01-01T00:00:00","185500","1566800","1752300","42249700","70183400","112433100"
"1509","55380","35010032","01- Annual","2016-01-01T00:00:00","208900","0","208900","47582800","101376100","148958900"
"1510","55380","35010032","01- Annual","2015-01-01T00:00:00","208900","0","208900","45233000","97816600","143049600"
"1511","55380","35010032","01- Annual","2014-01-01T00:00:00","208900","0","208900","41120900","66170100","107291000"
"1512","55380","35010032","01- Annual","2017-01-01T00:00:00","208900","0","208900","50520000","99794900","150314900"
"1513","55380","35010032","01- Annual","2018-01-01T00:00:00","208900","0","208900","50520000","0","50520000"
"1514","55380","35010032","","2012-01-01T00:00:00","208900","0","208900","41120900","65324400","106445300"
"1515","55380","35010032","","2011-01-01T00:00:00","191500","0","191500","35246500","49120000","84366500"
"1516","55380","35010032","","2010-01-01T00:00:00","167100","0","167100","32896700","49120000","82016700"
"1517","55380","35010032","01- Annual","2013-01-01T00:00:00","208900","0","208900","41120900","64845600","105966500"
"1518","55381","35010033","01- Annual","2013-01-01T00:00:00","199500","0","199500","39267000","57305500","96572500"
"1519","55381","35010033","","2010-01-01T00:00:00","159600","0","159600","31413600","43350100","74763700"
"1520","55381","35010033","","2011-01-01T00:00:00","182800","0","182800","33657400","43350100","77007500"
"1521","55381","35010033","","2012-01-01T00:00:00","199500","0","199500","39267000","57651100","96918100"
"1522","55381","35010033","01- Annual","2018-01-01T00:00:00","199500","0","199500","48242300","0","48242300"
"1523","55381","35010033","01- Annual","2017-01-01T00:00:00","199500","0","199500","48242300","87000700","135243000"
"1524","55381","35010033","01- Annual","2014-01-01T00:00:00","199500","0","199500","39267000","57686700","96953700"
"1525","55381","35010033","01- Annual","2015-01-01T00:00:00","199500","0","199500","43193700","85276000","128469700"
"1526","55381","35010033","01- Annual","2016-01-01T00:00:00","199500","0","199500","45437500","88379100","133816600"
"1527","55383","35011007","","2012-01-01T00:00:00","205200","555100","760300","39779900","96643000","136422900"
"1528","55383","35011007","","2011-01-01T00:00:00","188100","599300","787400","34097100","79465900","113563000"
"1529","55383","35011007","","2010-01-01T00:00:00","164200","491800","656000","31823900","70551500","102375400"
"1530","55383","35011007","01- Annual","2013-01-01T00:00:00","0","0","0","0","0","0"
"1531","55383","35011007","01- Annual","2013-01-01T00:00:00","205200","582500","787700","39779900","105198200","144978100"
"1532","55383","35011007","","2008-01-01T00:00:00","205200","750800","956000","37506800","85696900","123203700"
"1533","55383","35011007","","2009-01-01T00:00:00","205200","704600","909800","37506800","81070300","118577100"
"1534","55384","35011008","","2009-01-01T00:00:00","200600","0","200600","36677200","134226200","170903400"
"1535","55384","35011008","","2008-01-01T00:00:00","200600","0","200600","36677200","141913000","178590200"
"1536","55384","35011008","01- Annual","2013-01-01T00:00:00","200700","0","200700","38900100","157797300","196697400"
"1537","55384","35011008","","2010-01-01T00:00:00","160500","0","160500","31120100","112994900","144115000"
"1538","55384","35011008","","2011-01-01T00:00:00","183900","0","183900","33342900","120549900","153892800"
"1539","55384","35011008","","2012-01-01T00:00:00","200600","0","200600","38900100","151265900","190166000"
"1540","55663","36018005","","2012-01-01T00:00:00","206400","721500","927900","120000","284800","404800"
"1541","55663","36018005","","2011-01-01T00:00:00","216400","655300","871700","110000","252000","362000"
"1542","55663","36018005","","2010-01-01T00:00:00","214400","631700","846100","112000","193900","305900"
"1543","55663","36018005","01- Annual","2013-01-01T00:00:00","206400","722000","928400","120000","288300","408300"
"1544","55663","36018005","","2008-01-01T00:00:00","155500","2148500","2304000","132000","217500","349500"
"1545","55663","36018005","","2009-01-01T00:00:00","380000","564700","944700","132000","230500","362500"
"1546","55663","36018005","01- Annual","2015-01-01T00:00:00","326400","1728000","2054400","0","615400","615400"
"1547","55663","36018005","01- Annual","2014-01-01T00:00:00","206400","1464200","1670600","120000","383400","503400"
"1548","55672","36018014","01- Annual","2014-01-01T00:00:00","496800","2827500","3324300","75250000","130886900","206136900"
"1549","55672","36018014","01- Annual","2015-01-01T00:00:00","496800","2827500","3324300","63756000","148387000","212143000"
"1550","55672","36018014","01- Annual","2016-01-01T00:00:00","496800","2728400","3225200","87075000","148090700","235165700"
"1551","55672","36018014","01- Annual","2017-01-01T00:00:00","496800","1984700","2481500","92450000","141657800","234107800"
"1552","55672","36018014","03- Board of Equalization","2016-09-07T00:00:00","496800","2728400","3225200","87075000","134421500","221496500"
"1553","55672","36018014","01- Annual","2018-01-01T00:00:00","496800","2174000","2670800","92450000","208206200","300656200"
"1554","55672","36018014","03- Board of Equalization","2017-10-17T00:00:00","496800","1989800","2486600","92450000","132265300","224715300"
"1555","55672","36018014","","2009-01-01T00:00:00","496800","862400","1359200","70950000","124596200","195546200"
"1556","55672","36018014","","2008-01-01T00:00:00","496800","879800","1376600","70950000","113711600","184661600"
"1557","55672","36018014","01- Annual","2013-01-01T00:00:00","496800","2847200","3344000","75250000","130854000","206104000"
"1558","55672","36018014","","2010-01-01T00:00:00","397400","799100","1196500","60200000","111494300","171694300"
"1559","55672","36018014","","2011-01-01T00:00:00","455400","2576600","3032000","64500000","115453300","179953300"
"1560","55672","36018014","","2012-01-01T00:00:00","496800","2847200","3344000","75250000","130718800","205968800"
"1561","56542","37010004","","2012-01-01T00:00:00","195800","15000","210800","452300","147400","599700"
"1562","56542","37010004","","2011-01-01T00:00:00","195800","15000","210800","452300","147400","599700"
"1563","56542","37010004","","2010-01-01T00:00:00","195800","15000","210800","452300","147400","599700"
"1564","56542","37010004","01- Annual","2013-01-01T00:00:00","195800","15000","210800","452300","147400","599700"
"1565","56542","37010004","","2008-01-01T00:00:00","217500","15000","232500","502500","147400","649900"
"1566","56542","37010004","","2009-01-01T00:00:00","217500","15000","232500","502500","147400","649900"
"1567","56542","37010004","01- Annual","2016-01-01T00:00:00","226100","4300","230400","522400","147400","669800"
"1568","56542","37010004","01- Annual","2015-01-01T00:00:00","215400","15000","230400","497500","147400","644900"
"1569","56542","37010004","01- Annual","2014-01-01T00:00:00","195800","15000","210800","452300","147400","599700"
"1570","58083","38011004","01- Annual","2014-01-01T00:00:00","53400","1802700","1856100","7985100","199725000","207710100"
"1571","58083","38011004","01- Annual","2015-01-01T00:00:00","53400","1838200","1891600","8783600","198003000","206786600"
"1572","58083","38011004","03- Board of Equalization","2015-10-07T00:00:00","53400","1784713","1838113","8783600","192155987","200939587"
"1573","58083","38011004","01- Annual","2016-01-01T00:00:00","53400","1908800","1962200","9182800","193340700","202523500"
"1574","58083","38011004","01- Annual","2018-01-01T00:00:00","53400","1819900","1873300","9642000","194044400","203686400"
"1575","58083","38011004","01- Annual","2017-01-01T00:00:00","53400","1908800","1962200","9642000","189435200","199077200"
"1576","58083","38011004","","2009-01-01T00:00:00","41000","579500","620500","7210500","148148800","155359300"
"1577","58083","38011004","","2008-01-01T00:00:00","41000","524900","565900","7210500","151949600","159160100"
"1578","58083","38011004","01- Annual","2013-01-01T00:00:00","53400","1454300","1507700","7985100","180426500","188411600"
"1579","58083","38011004","","2010-01-01T00:00:00","51300","1141900","1193200","6128600","138156100","144284700"
"1580","58083","38011004","","2011-01-01T00:00:00","49100","1312500","1361600","6128600","160193900","166322500"
"1581","58083","38011004","","2012-01-01T00:00:00","53400","1435300","1488700","7985100","170898400","178883500"
"1582","58084","38011005","","2012-01-01T00:00:00","27100","0","27100","4049900","0","4049900"
"1583","58084","38011005","","2011-01-01T00:00:00","24900","0","24900","3108300","0","3108300"
"1584","58084","38011005","","2010-01-01T00:00:00","26000","0","26000","3108300","0","3108300"
"1585","58084","38011005","01- Annual","2013-01-01T00:00:00","27100","0","27100","4049900","0","4049900"
"1586","58084","38011005","","2008-01-01T00:00:00","20800","0","20800","3657100","0","3657100"
"1587","58084","38011005","","2009-01-01T00:00:00","20800","0","20800","3657100","0","3657100"
"1588","58084","38011005","01- Annual","2017-01-01T00:00:00","27100","0","27100","4890300","0","4890300"
"1589","58084","38011005","01- Annual","2018-01-01T00:00:00","27100","0","27100","4890300","0","4890300"
"1590","58084","38011005","01- Annual","2016-01-01T00:00:00","27100","0","27100","4657400","0","4657400"
"1591","58084","38011005","01- Annual","2015-01-01T00:00:00","27100","0","27100","4454900","0","4454900"
"1592","58084","38011005","01- Annual","2014-01-01T00:00:00","27100","0","27100","4049900","0","4049900"
"1593","58086","38011007","01- Annual","2014-01-01T00:00:00","79100","0","79100","11830400","0","11830400"
"1594","58086","38011007","01- Annual","2015-01-01T00:00:00","79100","0","79100","13013500","0","13013500"
"1595","58086","38011007","01- Annual","2016-01-01T00:00:00","79100","0","79100","13605000","0","13605000"
"1596","58086","38011007","01- Annual","2018-01-01T00:00:00","79100","0","79100","14285200","0","14285200"
"1597","58086","38011007","01- Annual","2017-01-01T00:00:00","79100","0","79100","14285200","0","14285200"
"1598","58086","38011007","","2009-01-01T00:00:00","60700","0","60700","10682900","0","10682900"
"1599","58086","38011007","","2008-01-01T00:00:00","60700","0","60700","10682900","0","10682900"
"1600","58086","38011007","01- Annual","2013-01-01T00:00:00","79100","0","79100","11830400","0","11830400"
"1601","58086","38011007","","2010-01-01T00:00:00","76000","0","76000","9079900","0","9079900"
"1602","58086","38011007","","2011-01-01T00:00:00","72800","0","72800","9079900","0","9079900"
"1603","58086","38011007","","2012-01-01T00:00:00","79100","0","79100","11830400","0","11830400"
"1604","58087","38011008","","2012-01-01T00:00:00","51600","0","51600","7719500","0","7719500"
"1605","58087","38011008","","2011-01-01T00:00:00","47500","0","47500","5924700","0","5924700"
"1606","58087","38011008","","2010-01-01T00:00:00","49600","0","49600","5924700","0","5924700"
"1607","58087","38011008","01- Annual","2013-01-01T00:00:00","51600","0","51600","7719500","0","7719500"
"1608","58087","38011008","","2008-01-01T00:00:00","39600","0","39600","6970700","0","6970700"
"1609","58087","38011008","","2009-01-01T00:00:00","39600","0","39600","6970700","0","6970700"
"1610","58087","38011008","01- Annual","2017-01-01T00:00:00","51600","0","51600","9321300","0","9321300"
"1611","58087","38011008","01- Annual","2018-01-01T00:00:00","51600","0","51600","9321300","0","9321300"
"1612","58087","38011008","01- Annual","2016-01-01T00:00:00","51600","0","51600","8877400","0","8877400"
"1613","58087","38011008","01- Annual","2015-01-01T00:00:00","51600","0","51600","8491400","0","8491400"
"1614","58087","38011008","01- Annual","2014-01-01T00:00:00","51600","0","51600","7719500","0","7719500"
"1615","58088","38011009","01- Annual","2014-01-01T00:00:00","11100","0","11100","1653300","0","1653300"
"1616","58088","38011009","01- Annual","2015-01-01T00:00:00","11100","0","11100","1818600","0","1818600"
"1617","58088","38011009","01- Annual","2016-01-01T00:00:00","11100","0","11100","1901300","0","1901300"
"1618","58088","38011009","01- Annual","2018-01-01T00:00:00","11100","0","11100","1996400","0","1996400"
"1619","58088","38011009","01- Annual","2017-01-01T00:00:00","11100","0","11100","1996400","0","1996400"
"1620","58088","38011009","","2009-01-01T00:00:00","8500","0","8500","1492900","0","1492900"
"1621","58088","38011009","","2008-01-01T00:00:00","8500","0","8500","1492900","0","1492900"
