"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"92025.2010-11",96594,"92025","Escondido","CA","San Diego","San Diego",1867,2010-11-01,1905,11,"2010",Nov 2010,0
"23111.2010-11",67540,"23111","Mechanicsville","VA","Richmond","Hanover",1868,2010-11-01,1257,11,"2010",Nov 2010,0
"48227.2010-11",79082,"48227","Detroit","MI","Detroit","Wayne",1869,2010-11-01,848,11,"2010",Nov 2010,0
"91423.2010-11",96424,"91423","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1870,2010-11-01,2761,11,"2010",Nov 2010,0
"19130.2010-11",65797,"19130","Philadelphia","PA","Philadelphia","Philadelphia",1871,2010-11-01,1716,11,"2010",Nov 2010,0
"92395.2010-11",96858,"92395","Victorville","CA","Riverside","San Bernardino",1872,2010-11-01,1166,11,"2010",Nov 2010,0
"64804.2010-11",86608,"64804","Joplin","MO","Joplin","Jasper",1873,2010-11-01,NA,11,"2010",Nov 2010,0
"34232.2010-11",73051,"34232","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",1874,2010-11-01,1357,11,"2010",Nov 2010,0
"19063.2010-11",65738,"19063","Middletown","PA","Philadelphia","Delaware",1875,2010-11-01,1897,11,"2010",Nov 2010,0
"28273.2010-11",69820,"28273","Charlotte","NC","Charlotte","Mecklenburg",1876,2010-11-01,1033,11,"2010",Nov 2010,0
"43110.2010-11",76526,"43110","Columbus","OH","Columbus","Franklin",1877,2010-11-01,1178,11,"2010",Nov 2010,0
"93534.2010-11",97317,"93534","Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1878,2010-11-01,1623,11,"2010",Nov 2010,0
"80126.2010-11",93255,"80126","Highlands Ranch","CO","Denver","Douglas",1879,2010-11-01,1808,11,"2010",Nov 2010,0
"32547.2010-11",72056,"32547","Wright","FL","Crestview-Fort Walton Beach-Destin","Okaloosa",1880,2010-11-01,1029,11,"2010",Nov 2010,0
"60644.2010-11",84643,"60644","Chicago","IL","Chicago","Cook",1881,2010-11-01,1440,11,"2010",Nov 2010,0
"97080.2010-11",99072,"97080","Gresham","OR","Portland","Multnomah",1882,2010-11-01,1333,11,"2010",Nov 2010,0
"97230.2010-11",99143,"97230","Portland","OR","Portland","Multnomah",1883,2010-11-01,1263,11,"2010",Nov 2010,0
"28208.2010-11",69771,"28208","Charlotte","NC","Charlotte","Mecklenburg",1884,2010-11-01,750,11,"2010",Nov 2010,0
"02920.2010-11",58994,"02920","Cranston","RI","Providence","Providence",1885,2010-11-01,1277,11,"2010",Nov 2010,0
"95928.2010-11",98482,"95928","Chico","CA","Chico","Butte",1886,2010-11-01,1488,11,"2010",Nov 2010,0
"11237.2010-11",62047,"11237","New York","NY","New York","Kings",1887,2010-11-01,NA,11,"2010",Nov 2010,0
"28803.2010-11",70235,"28803","Asheville","NC","Asheville","Buncombe",1888,2010-11-01,1106,11,"2010",Nov 2010,0
"94404.2010-11",97704,"94404","Foster City","CA","San Francisco","San Mateo",1889,2010-11-01,2991,11,"2010",Nov 2010,0
"48126.2010-11",78997,"48126","Dearborn","MI","Detroit","Wayne",1890,2010-11-01,903,11,"2010",Nov 2010,0
"80524.2010-11",93448,"80524","Fort Collins","CO","Fort Collins","Larimer",1891,2010-11-01,1327,11,"2010",Nov 2010,0
"14612.2010-11",63633,"14612","Greece","NY","Rochester","Monroe",1892,2010-11-01,939,11,"2010",Nov 2010,0
"17403.2010-11",65065,"17403","York","PA","York","York",1893,2010-11-01,1063,11,"2010",Nov 2010,0
"97224.2010-11",99138,"97224","Tigard","OR","Portland","Washington",1894,2010-11-01,1381,11,"2010",Nov 2010,0
"85302.2010-11",94884,"85302","Glendale","AZ","Phoenix","Maricopa",1895,2010-11-01,998,11,"2010",Nov 2010,0
"33131.2010-11",72434,"33131","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",1896,2010-11-01,2145,11,"2010",Nov 2010,0
"30815.2010-11",71325,"30815","Augusta","GA","Augusta","Richmond",1897,2010-11-01,945,11,"2010",Nov 2010,0
"90065.2010-11",96046,"90065","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1898,2010-11-01,2087,11,"2010",Nov 2010,0
"85286.2010-11",399655,"85286","Chandler","AZ","Phoenix","Maricopa",1899,2010-11-01,1591,11,"2010",Nov 2010,0
"20785.2010-11",66632,"20785","Greater Landover","MD","Washington","Prince Georges",1900,2010-11-01,1546,11,"2010",Nov 2010,0
"33155.2010-11",72458,"33155","Coral Terrace","FL","Miami-Fort Lauderdale","Miami-Dade",1901,2010-11-01,1748,11,"2010",Nov 2010,0
"37207.2010-11",74238,"37207","Nashville","TN","Nashville","Davidson",1902,2010-11-01,1055,11,"2010",Nov 2010,0
"77338.2010-11",91852,"77338","Humble","TX","Houston","Harris",1903,2010-11-01,1171,11,"2010",Nov 2010,0
"02138.2010-11",58652,"02138","Cambridge","MA","Boston","Middlesex",1904,2010-11-01,2086,11,"2010",Nov 2010,0
"33193.2010-11",72494,"33193","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",1905,2010-11-01,1490,11,"2010",Nov 2010,0
"37363.2010-11",74334,"37363","Ooltewah","TN","Chattanooga","Hamilton",1906,2010-11-01,1270,11,"2010",Nov 2010,0
"30102.2010-11",70879,"30102","Acworth","GA","Atlanta","Cobb",1907,2010-11-01,1155,11,"2010",Nov 2010,0
"20743.2010-11",66596,"20743","Coral Hills","MD","Washington","Prince Georges",1908,2010-11-01,1535,11,"2010",Nov 2010,0
"08857.2010-11",61216,"08857","Old Bridge","NJ","New York","Middlesex",1909,2010-11-01,1996,11,"2010",Nov 2010,0
"80205.2010-11",93282,"80205","Denver","CO","Denver","Denver",1910,2010-11-01,1238,11,"2010",Nov 2010,0
"94116.2010-11",97570,"94116","San Francisco","CA","San Francisco","San Francisco",1911,2010-11-01,3087,11,"2010",Nov 2010,0
"46224.2010-11",78039,"46224","Indianapolis","IN","Indianapolis","Marion",1912,2010-11-01,897,11,"2010",Nov 2010,0
"77096.2010-11",91745,"77096","Houston","TX","Houston","Harris",1913,2010-11-01,1774,11,"2010",Nov 2010,0
"96826.2010-11",98957,"96826","Honolulu","HI","Urban Honolulu","Honolulu",1914,2010-11-01,1883,11,"2010",Nov 2010,0
"48917.2010-11",79480,"48917","Lansing","MI","Lansing","Ingham",1915,2010-11-01,NA,11,"2010",Nov 2010,0
"21060.2010-11",66757,"21060","Glen Burnie","MD","Baltimore","Anne Arundel",1916,2010-11-01,1524,11,"2010",Nov 2010,0
"35630.2010-11",73552,"35630","Florence","AL","Florence","Lauderdale",1917,2010-11-01,749,11,"2010",Nov 2010,0
"64801.2010-11",86605,"64801","Joplin","MO","Joplin","Jasper",1918,2010-11-01,NA,11,"2010",Nov 2010,0
"33014.2010-11",72352,"33014","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",1919,2010-11-01,1471,11,"2010",Nov 2010,0
"94804.2010-11",97850,"94804","Richmond","CA","San Francisco","Contra Costa",1920,2010-11-01,1564,11,"2010",Nov 2010,0
"92557.2010-11",96915,"92557","Moreno Valley","CA","Riverside","Riverside",1921,2010-11-01,1495,11,"2010",Nov 2010,0
"30252.2010-11",70983,"30252","McDonough","GA","Atlanta","Henry",1922,2010-11-01,1258,11,"2010",Nov 2010,0
"95050.2010-11",97951,"95050","Santa Clara","CA","San Jose","Santa Clara",1923,2010-11-01,2290,11,"2010",Nov 2010,0
"27704.2010-11",69488,"27704","Durham","NC","Durham","Durham",1924,2010-11-01,989,11,"2010",Nov 2010,0
"33401.2010-11",72568,"33401","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1925,2010-11-01,1371,11,"2010",Nov 2010,0
"53219.2010-11",81299,"53219","Milwaukee","WI","Milwaukee","Milwaukee",1926,2010-11-01,NA,11,"2010",Nov 2010,0
"32506.2010-11",72028,"32506","Pensacola","FL","Pensacola","Escambia",1927,2010-11-01,830,11,"2010",Nov 2010,0
"95126.2010-11",97994,"95126","San Jose","CA","San Jose","Santa Clara",1928,2010-11-01,2220,11,"2010",Nov 2010,0
"70122.2010-11",88485,"70122","New Orleans","LA","New Orleans","Orleans",1929,2010-11-01,NA,11,"2010",Nov 2010,0
"98908.2010-11",100018,"98908","Yakima","WA","Yakima","Yakima",1930,2010-11-01,1294,11,"2010",Nov 2010,0
"60409.2010-11",84464,"60409","Calumet City","IL","Chicago","Cook",1931,2010-11-01,1201,11,"2010",Nov 2010,0
"62526.2010-11",85540,"62526","Decatur","IL","Decatur","Macon",1932,2010-11-01,NA,11,"2010",Nov 2010,0
"78041.2010-11",92220,"78041","Laredo","TX","Laredo","Webb",1933,2010-11-01,1105,11,"2010",Nov 2010,0
"31405.2010-11",71520,"31405","Savannah","GA","Savannah","Chatham",1934,2010-11-01,1117,11,"2010",Nov 2010,0
"76119.2010-11",91264,"76119","Fort Worth","TX","Dallas-Fort Worth","Tarrant",1935,2010-11-01,781,11,"2010",Nov 2010,0
"28092.2010-11",69710,"28092","Lincolnton","NC","Charlotte","Lincoln",1936,2010-11-01,873,11,"2010",Nov 2010,0
"33880.2010-11",72883,"33880","Winter Haven","FL","Lakeland","Polk",1937,2010-11-01,843,11,"2010",Nov 2010,0
"60302.2010-11",84453,"60302","Oak Park","IL","Chicago","Cook",1938,2010-11-01,1812,11,"2010",Nov 2010,0
"75060.2010-11",90660,"75060","Irving","TX","Dallas-Fort Worth","Dallas",1939,2010-11-01,1064,11,"2010",Nov 2010,0
"98584.2010-11",99890,"98584","Shelton","WA","Shelton","Mason",1940,2010-11-01,1210,11,"2010",Nov 2010,0
"06040.2010-11",60105,"06040","Manchester","CT","Hartford","Hartford",1941,2010-11-01,1371,11,"2010",Nov 2010,0
"32707.2010-11",72157,"32707","Casselberry","FL","Orlando","Seminole",1942,2010-11-01,1100,11,"2010",Nov 2010,0
"44105.2010-11",77005,"44105","Cleveland","OH","Cleveland","Cuyahoga",1943,2010-11-01,791,11,"2010",Nov 2010,0
"14225.2010-11",63482,"14225","Cheektowaga","NY","Buffalo","Erie",1944,2010-11-01,987,11,"2010",Nov 2010,0
"36330.2010-11",73833,"36330","Enterprise","AL","Enterprise","Coffee",1945,2010-11-01,939,11,"2010",Nov 2010,0
"34983.2010-11",73244,"34983","Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",1946,2010-11-01,970,11,"2010",Nov 2010,0
"44145.2010-11",77045,"44145","Westlake","OH","Cleveland","Cuyahoga",1947,2010-11-01,1574,11,"2010",Nov 2010,0
"70117.2010-11",88481,"70117","New Orleans","LA","New Orleans","Orleans",1948,2010-11-01,NA,11,"2010",Nov 2010,0
"29461.2010-11",70495,"29461","Moncks Corner","SC","Charleston","Berkeley",1949,2010-11-01,1104,11,"2010",Nov 2010,0
"90723.2010-11",96220,"90723","Paramount","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1950,2010-11-01,1667,11,"2010",Nov 2010,0
"33604.2010-11",72707,"33604","Tampa","FL","Tampa","Hillsborough",1951,2010-11-01,940,11,"2010",Nov 2010,0
"85086.2010-11",94792,"85086","Anthem","AZ","Phoenix","Maricopa",1952,2010-11-01,1565,11,"2010",Nov 2010,0
"28607.2010-11",70062,"28607","Boone","NC","Boone","Watauga",1953,2010-11-01,1177,11,"2010",Nov 2010,0
"40515.2010-11",75718,"40515","Lexington","KY","Lexington","Fayette",1954,2010-11-01,1090,11,"2010",Nov 2010,0
"60068.2010-11",84324,"60068","Park Ridge","IL","Chicago","Cook",1955,2010-11-01,1942,11,"2010",Nov 2010,0
"58078.2010-11",83515,"58078","West Fargo","ND","Fargo","Cass",1956,2010-11-01,NA,11,"2010",Nov 2010,0
"70058.2010-11",88445,"70058","Harvey","LA","New Orleans","Jefferson",1957,2010-11-01,NA,11,"2010",Nov 2010,0
"30311.2010-11",71031,"30311","Atlanta","GA","Atlanta","Fulton",1958,2010-11-01,952,11,"2010",Nov 2010,0
"30458.2010-11",71141,"30458","Statesboro","GA","Statesboro","Bulloch",1959,2010-11-01,NA,11,"2010",Nov 2010,0
"33018.2010-11",72356,"33018","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",1960,2010-11-01,1585,11,"2010",Nov 2010,0
"90292.2010-11",96128,"90292","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1961,2010-11-01,2990,11,"2010",Nov 2010,0
"46835.2010-11",78298,"46835","Fort Wayne","IN","Fort Wayne","Allen",1962,2010-11-01,980,11,"2010",Nov 2010,0
"76180.2010-11",91292,"76180","North Richland Hills","TX","Dallas-Fort Worth","Tarrant",1963,2010-11-01,1196,11,"2010",Nov 2010,0
"85210.2010-11",94805,"85210","Mesa","AZ","Phoenix","Maricopa",1964,2010-11-01,952,11,"2010",Nov 2010,0
"75075.2010-11",90671,"75075","Plano","TX","Dallas-Fort Worth","Collin",1965,2010-11-01,1477,11,"2010",Nov 2010,0
"77642.2010-11",92076,"77642","Port Arthur","TX","Beaumont","Jefferson",1966,2010-11-01,996,11,"2010",Nov 2010,0
"37174.2010-11",74217,"37174","Spring Hill","TN","Nashville","Maury",1967,2010-11-01,1334,11,"2010",Nov 2010,0
"90262.2010-11",96113,"90262","Lynwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1968,2010-11-01,1713,11,"2010",Nov 2010,0
"90069.2010-11",96050,"90069","West Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1969,2010-11-01,2738,11,"2010",Nov 2010,0
"23231.2010-11",67606,"23231","Henrico","VA","Richmond","Henrico",1970,2010-11-01,1064,11,"2010",Nov 2010,0
"92019.2010-11",96588,"92019","El Cajon","CA","San Diego","San Diego",1971,2010-11-01,2005,11,"2010",Nov 2010,0
"98026.2010-11",99511,"98026","Edmonds","WA","Seattle","Snohomish",1972,2010-11-01,1666,11,"2010",Nov 2010,0
"06450.2010-11",60317,"06450","Meriden","CT","New Haven","New Haven",1973,2010-11-01,1361,11,"2010",Nov 2010,0
"92084.2010-11",96634,"92084","Vista","CA","San Diego","San Diego",1974,2010-11-01,1958,11,"2010",Nov 2010,0
"92243.2010-11",96750,"92243","El Centro","CA","El Centro","Imperial",1975,2010-11-01,1662,11,"2010",Nov 2010,0
"33133.2010-11",72436,"33133","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",1976,2010-11-01,2165,11,"2010",Nov 2010,0
"90740.2010-11",96225,"90740","Seal Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",1977,2010-11-01,2656,11,"2010",Nov 2010,0
"33613.2010-11",72716,"33613","Lake Magdalene","FL","Tampa","Hillsborough",1978,2010-11-01,996,11,"2010",Nov 2010,0
"11365.2010-11",62077,"11365","New York","NY","New York","Queens",1979,2010-11-01,NA,11,"2010",Nov 2010,0
"33952.2010-11",72933,"33952","Port Charlotte","FL","Punta Gorda","Charlotte",1980,2010-11-01,846,11,"2010",Nov 2010,0
"87401.2010-11",95366,"87401","Farmington","NM","Farmington","San Juan",1981,2010-11-01,NA,11,"2010",Nov 2010,0
"76262.2010-11",91339,"76262","Trophy Club","TX","Dallas-Fort Worth","Denton",1982,2010-11-01,1868,11,"2010",Nov 2010,0
"90501.2010-11",96159,"90501","Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1983,2010-11-01,2236,11,"2010",Nov 2010,0
"33702.2010-11",72765,"33702","Saint Petersburg","FL","Tampa","Pinellas",1984,2010-11-01,998,11,"2010",Nov 2010,0
"34653.2010-11",73155,"34653","New Port Richey","FL","Tampa","Pasco",1985,2010-11-01,842,11,"2010",Nov 2010,0
"77009.2010-11",91658,"77009","Houston","TX","Houston","Harris",1986,2010-11-01,1286,11,"2010",Nov 2010,0
"63304.2010-11",85993,"63304","Weldon Spring","MO","St. Louis","Saint Charles",1987,2010-11-01,1376,11,"2010",Nov 2010,0
"35226.2010-11",73396,"35226","Hoover","AL","Birmingham","Jefferson",1988,2010-11-01,1407,11,"2010",Nov 2010,0
"90405.2010-11",96152,"90405","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1989,2010-11-01,3463,11,"2010",Nov 2010,0
"53218.2010-11",81298,"53218","Milwaukee","WI","Milwaukee","Milwaukee",1990,2010-11-01,NA,11,"2010",Nov 2010,0
"89101.2010-11",95797,"89101","Las Vegas","NV","Las Vegas","Clark",1991,2010-11-01,894,11,"2010",Nov 2010,0
"48154.2010-11",79019,"48154","Livonia","MI","Detroit","Wayne",1992,2010-11-01,1262,11,"2010",Nov 2010,0
"44146.2010-11",77046,"44146","Bedford","OH","Cleveland","Cuyahoga",1993,2010-11-01,965,11,"2010",Nov 2010,0
"51503.2010-11",80715,"51503","Council Bluffs","IA","Omaha","Pottawattamie",1994,2010-11-01,1213,11,"2010",Nov 2010,0
"02128.2010-11",58642,"02128","Boston","MA","Boston","Suffolk",1995,2010-11-01,1990,11,"2010",Nov 2010,0
"78537.2010-11",92487,"78537","Donna","TX","McAllen","Hidalgo",1996,2010-11-01,906,11,"2010",Nov 2010,0
"78006.2010-11",92196,"78006","Boerne","TX","San Antonio","Kendall",1997,2010-11-01,1564,11,"2010",Nov 2010,0
"31210.2010-11",71475,"31210","Macon","GA","Macon","Bibb",1998,2010-11-01,NA,11,"2010",Nov 2010,0
"75154.2010-11",90731,"75154","Red Oak","TX","Dallas-Fort Worth","Ellis",1999,2010-11-01,1269,11,"2010",Nov 2010,0
"99206.2010-11",100155,"99206","Spokane Valley","WA","Spokane","Spokane",2000,2010-11-01,1151,11,"2010",Nov 2010,0
"30338.2010-11",71056,"30338","Dunwoody","GA","Atlanta","Dekalb",2001,2010-11-01,2053,11,"2010",Nov 2010,0
"92584.2010-11",96927,"92584","Menifee","CA","Riverside","Riverside",2002,2010-11-01,1711,11,"2010",Nov 2010,0
"33147.2010-11",72450,"33147","West Little River","FL","Miami-Fort Lauderdale","Miami-Dade",2003,2010-11-01,1268,11,"2010",Nov 2010,0
"15206.2010-11",63937,"15206","Pittsburgh","PA","Pittsburgh","Allegheny",2004,2010-11-01,1027,11,"2010",Nov 2010,0
"80228.2010-11",93304,"80228","Lakewood","CO","Denver","Jefferson",2005,2010-11-01,1432,11,"2010",Nov 2010,0
"73110.2010-11",89935,"73110","Midwest City","OK","Oklahoma City","Oklahoma",2006,2010-11-01,699,11,"2010",Nov 2010,0
"11103.2010-11",62006,"11103","New York","NY","New York","Queens",2007,2010-11-01,NA,11,"2010",Nov 2010,0
"20110.2010-11",66212,"20110","Manassas","VA","Washington","Prince William",2008,2010-11-01,1533,11,"2010",Nov 2010,0
"91732.2010-11",96479,"91732","El Monte","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2009,2010-11-01,1898,11,"2010",Nov 2010,0
"97305.2010-11",99182,"97305","Hayesville","OR","Salem","Marion",2010,2010-11-01,975,11,"2010",Nov 2010,0
"21208.2010-11",66818,"21208","Pikesville","MD","Baltimore","Baltimore",2011,2010-11-01,1600,11,"2010",Nov 2010,0
"40229.2010-11",75581,"40229","Louisville","KY","Louisville/Jefferson County","Jefferson",2012,2010-11-01,890,11,"2010",Nov 2010,0
"78749.2010-11",92658,"78749","Austin","TX","Austin","Travis",2013,2010-11-01,1559,11,"2010",Nov 2010,0
"50317.2010-11",80288,"50317","Des Moines","IA","Des Moines","Polk",2014,2010-11-01,823,11,"2010",Nov 2010,0
"43147.2010-11",76550,"43147","Pickerington","OH","Columbus","Fairfield",2015,2010-11-01,1386,11,"2010",Nov 2010,0
"21014.2010-11",66724,"21014","Bel Air","MD","Baltimore","Harford",2016,2010-11-01,1656,11,"2010",Nov 2010,0
"80203.2010-11",93280,"80203","Denver","CO","Denver","Denver",2017,2010-11-01,949,11,"2010",Nov 2010,0
"08844.2010-11",61208,"08844","Hillsborough","NJ","New York","Somerset",2018,2010-11-01,2277,11,"2010",Nov 2010,0
"63119.2010-11",85937,"63119","Webster Groves","MO","St. Louis","Saint Louis",2019,2010-11-01,1299,11,"2010",Nov 2010,0
"60074.2010-11",84330,"60074","Palatine","IL","Chicago","Cook",2020,2010-11-01,1522,11,"2010",Nov 2010,0
"48221.2010-11",79076,"48221","Detroit","MI","Detroit","Wayne",2021,2010-11-01,884,11,"2010",Nov 2010,0
"89523.2010-11",95945,"89523","Reno","NV","Reno","Washoe",2022,2010-11-01,1402,11,"2010",Nov 2010,0
"53154.2010-11",81253,"53154","Oak Creek","WI","Milwaukee","Milwaukee",2023,2010-11-01,NA,11,"2010",Nov 2010,0
"85035.2010-11",94751,"85035","Phoenix","AZ","Phoenix","Maricopa",2024,2010-11-01,880,11,"2010",Nov 2010,0
"80247.2010-11",93320,"80247","Denver","CO","Denver","Denver",2025,2010-11-01,1011,11,"2010",Nov 2010,0
"38018.2010-11",74592,"38018","Memphis","TN","Memphis","Shelby",2026,2010-11-01,1349,11,"2010",Nov 2010,0
"55407.2010-11",82257,"55407","Minneapolis","MN","Minneapolis-St Paul","Hennepin",2027,2010-11-01,1196,11,"2010",Nov 2010,0
"60031.2010-11",84296,"60031","Gurnee","IL","Chicago","Lake",2028,2010-11-01,1649,11,"2010",Nov 2010,0
"28625.2010-11",70078,"28625","Statesville","NC","Charlotte","Iredell",2029,2010-11-01,760,11,"2010",Nov 2010,0
"23831.2010-11",67819,"23831","Chester","VA","Richmond","Chesterfield",2030,2010-11-01,1288,11,"2010",Nov 2010,0
"55330.2010-11",82182,"55330","Elk River","MN","Minneapolis-St Paul","Sherburne",2031,2010-11-01,1283,11,"2010",Nov 2010,0
"78154.2010-11",92288,"78154","Schertz","TX","San Antonio","Guadalupe",2032,2010-11-01,1285,11,"2010",Nov 2010,0
"77065.2010-11",91714,"77065","Jersey Village","TX","Houston","Harris",2033,2010-11-01,1351,11,"2010",Nov 2010,0
"84107.2010-11",94467,"84107","Murray","UT","Salt Lake City","Salt Lake",2034,2010-11-01,NA,11,"2010",Nov 2010,0
"29063.2010-11",70288,"29063","Irmo","SC","Columbia","Richland",2035,2010-11-01,1187,11,"2010",Nov 2010,0
"87144.2010-11",95321,"87144","Rio Rancho","NM","Albuquerque","Sandoval",2036,2010-11-01,NA,11,"2010",Nov 2010,0
"33135.2010-11",72438,"33135","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",2037,2010-11-01,1468,11,"2010",Nov 2010,0
"89104.2010-11",95800,"89104","Las Vegas","NV","Las Vegas","Clark",2038,2010-11-01,991,11,"2010",Nov 2010,0
"17404.2010-11",65066,"17404","Manchester","PA","York","York",2039,2010-11-01,1009,11,"2010",Nov 2010,0
"48239.2010-11",79094,"48239","Redford","MI","Detroit","Wayne",2040,2010-11-01,891,11,"2010",Nov 2010,0
"55369.2010-11",82220,"55369","Maple Grove","MN","Minneapolis-St Paul","Hennepin",2041,2010-11-01,1422,11,"2010",Nov 2010,0
"14215.2010-11",63472,"14215","Buffalo","NY","Buffalo","Erie",2042,2010-11-01,897,11,"2010",Nov 2010,0
"75081.2010-11",90676,"75081","Richardson","TX","Dallas-Fort Worth","Dallas",2043,2010-11-01,1377,11,"2010",Nov 2010,0
"77035.2010-11",91684,"77035","Houston","TX","Houston","Harris",2044,2010-11-01,1255,11,"2010",Nov 2010,0
"84020.2010-11",94388,"84020","Draper","UT","Salt Lake City","Salt Lake",2045,2010-11-01,NA,11,"2010",Nov 2010,0
"48423.2010-11",79196,"48423","Davison","MI","Flint","Genesee",2046,2010-11-01,NA,11,"2010",Nov 2010,0
"73401.2010-11",90007,"73401","Ardmore","OK","Ardmore","Carter",2047,2010-11-01,716,11,"2010",Nov 2010,0
"30213.2010-11",70959,"30213","Fairburn","GA","Atlanta","Fulton",2048,2010-11-01,1199,11,"2010",Nov 2010,0
"48127.2010-11",78998,"48127","Dearborn Heights","MI","Detroit","Wayne",2049,2010-11-01,985,11,"2010",Nov 2010,0
"94578.2010-11",97784,"94578","San Leandro","CA","San Francisco","Alameda",2050,2010-11-01,1785,11,"2010",Nov 2010,0
